<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RGBITR [RTSIDX],240,20211101,040000,586.730000,586.730000,586.730000,586.730000,1.000000
RGBITR [RTSIDX],240,20211101,080000,587.440000,587.950000,587.000000,587.000000,196.000000
RGBITR [RTSIDX],240,20211101,120000,586.990000,587.000000,585.710000,585.710000,83.000000
RGBITR [RTSIDX],240,20211101,160000,585.700000,585.700000,584.680000,584.680000,49.000000
RGBITR [RTSIDX],240,20211102,040000,584.680000,584.680000,584.680000,584.680000,1.000000
RGBITR [RTSIDX],240,20211102,080000,584.810000,585.430000,584.220000,584.400000,145.000000
RGBITR [RTSIDX],240,20211102,120000,584.390000,584.400000,583.700000,583.880000,68.000000
RGBITR [RTSIDX],240,20211102,160000,583.890000,584.080000,583.890000,584.050000,21.000000
RGBITR [RTSIDX],240,20211103,040000,584.050000,584.050000,584.050000,584.050000,1.000000
RGBITR [RTSIDX],240,20211103,080000,584.230000,585.400000,584.230000,585.230000,136.000000
RGBITR [RTSIDX],240,20211103,120000,585.240000,585.320000,585.040000,585.040000,47.000000
RGBITR [RTSIDX],240,20211103,160000,585.030000,585.030000,584.860000,584.860000,17.000000
RGBITR [RTSIDX],240,20211105,040000,584.860000,584.860000,584.860000,584.860000,1.000000
RGBITR [RTSIDX],240,20211105,080000,585.140000,586.230000,585.030000,585.240000,141.000000
RGBITR [RTSIDX],240,20211105,120000,585.250000,585.280000,585.060000,585.070000,37.000000
RGBITR [RTSIDX],240,20211105,160000,585.060000,585.070000,585.040000,585.060000,19.000000
RGBITR [RTSIDX],240,20211108,040000,585.060000,585.060000,585.060000,585.060000,1.000000
RGBITR [RTSIDX],240,20211108,080000,585.470000,586.720000,585.470000,586.590000,161.000000
RGBITR [RTSIDX],240,20211108,120000,586.600000,587.000000,586.600000,586.990000,53.000000
RGBITR [RTSIDX],240,20211108,160000,587.030000,587.040000,586.980000,587.030000,15.000000
RGBITR [RTSIDX],240,20211109,040000,587.030000,587.030000,587.030000,587.030000,1.000000
RGBITR [RTSIDX],240,20211109,080000,587.220000,588.470000,587.210000,588.190000,150.000000
RGBITR [RTSIDX],240,20211109,120000,588.200000,589.020000,588.200000,589.020000,61.000000
RGBITR [RTSIDX],240,20211109,160000,589.030000,589.360000,589.010000,589.360000,30.000000
RGBITR [RTSIDX],240,20211110,040000,589.360000,589.360000,589.360000,589.360000,1.000000
RGBITR [RTSIDX],240,20211110,080000,590.230000,591.000000,590.230000,590.720000,140.000000
RGBITR [RTSIDX],240,20211110,120000,590.710000,591.620000,590.710000,591.620000,73.000000
RGBITR [RTSIDX],240,20211110,160000,591.610000,591.650000,591.570000,591.570000,25.000000
RGBITR [RTSIDX],240,20211111,040000,591.570000,591.570000,591.570000,591.570000,1.000000
RGBITR [RTSIDX],240,20211111,080000,591.830000,594.370000,591.830000,592.800000,173.000000
RGBITR [RTSIDX],240,20211111,120000,592.790000,592.790000,592.440000,592.440000,44.000000
RGBITR [RTSIDX],240,20211111,160000,592.430000,592.430000,592.340000,592.350000,15.000000
RGBITR [RTSIDX],240,20211112,040000,592.350000,592.350000,592.350000,592.350000,1.000000
RGBITR [RTSIDX],240,20211112,080000,592.920000,593.550000,591.090000,591.090000,179.000000
RGBITR [RTSIDX],240,20211112,120000,591.060000,591.060000,590.420000,590.420000,66.000000
RGBITR [RTSIDX],240,20211112,160000,590.410000,590.410000,590.350000,590.350000,14.000000
RGBITR [RTSIDX],240,20211115,040000,590.350000,590.350000,590.350000,590.350000,1.000000
RGBITR [RTSIDX],240,20211115,080000,590.980000,591.480000,590.980000,591.200000,146.000000
RGBITR [RTSIDX],240,20211115,120000,591.140000,591.140000,589.730000,589.730000,80.000000
RGBITR [RTSIDX],240,20211115,160000,589.720000,589.720000,589.280000,589.280000,23.000000
RGBITR [RTSIDX],240,20211116,040000,589.280000,589.280000,589.280000,589.280000,1.000000
RGBITR [RTSIDX],240,20211116,080000,589.210000,589.210000,588.160000,588.290000,131.000000
RGBITR [RTSIDX],240,20211116,120000,588.300000,588.300000,587.590000,587.590000,55.000000
RGBITR [RTSIDX],240,20211116,160000,587.570000,587.570000,586.890000,586.890000,41.000000
RGBITR [RTSIDX],240,20211117,040000,586.890000,586.890000,586.890000,586.890000,1.000000
RGBITR [RTSIDX],240,20211117,080000,587.350000,588.380000,586.430000,586.610000,161.000000
RGBITR [RTSIDX],240,20211117,120000,586.600000,587.630000,586.550000,587.570000,52.000000
RGBITR [RTSIDX],240,20211117,160000,587.560000,587.560000,587.170000,587.170000,24.000000
RGBITR [RTSIDX],240,20211118,040000,587.170000,587.170000,587.170000,587.170000,1.000000
RGBITR [RTSIDX],240,20211118,080000,587.320000,588.490000,585.830000,585.830000,187.000000
RGBITR [RTSIDX],240,20211118,120000,585.820000,585.820000,584.800000,584.800000,69.000000
RGBITR [RTSIDX],240,20211118,160000,584.740000,584.740000,584.660000,584.660000,8.000000
RGBITR [RTSIDX],240,20211119,040000,584.660000,584.660000,584.660000,584.660000,1.000000
RGBITR [RTSIDX],240,20211119,080000,584.730000,585.220000,584.600000,584.700000,168.000000
RGBITR [RTSIDX],240,20211119,120000,584.670000,584.670000,583.440000,583.450000,70.000000
RGBITR [RTSIDX],240,20211119,160000,583.440000,583.440000,583.310000,583.310000,17.000000
RGBITR [RTSIDX],240,20211122,040000,583.310000,583.310000,583.310000,583.310000,1.000000
RGBITR [RTSIDX],240,20211122,080000,583.600000,583.880000,582.590000,582.590000,224.000000
RGBITR [RTSIDX],240,20211122,120000,582.580000,582.580000,580.740000,580.740000,82.000000
RGBITR [RTSIDX],240,20211122,160000,580.730000,580.730000,578.790000,578.790000,82.000000
RGBITR [RTSIDX],240,20211123,040000,578.790000,578.790000,578.790000,578.790000,1.000000
RGBITR [RTSIDX],240,20211123,080000,579.690000,579.880000,576.880000,576.890000,274.000000
RGBITR [RTSIDX],240,20211123,120000,576.860000,576.860000,576.390000,576.410000,41.000000
RGBITR [RTSIDX],240,20211123,160000,576.400000,576.400000,576.160000,576.200000,20.000000
RGBITR [RTSIDX],240,20211124,040000,576.200000,576.200000,576.200000,576.200000,1.000000
RGBITR [RTSIDX],240,20211124,080000,577.210000,580.150000,576.650000,578.450000,185.000000
RGBITR [RTSIDX],240,20211124,120000,578.440000,578.490000,578.200000,578.300000,47.000000
RGBITR [RTSIDX],240,20211124,160000,578.340000,578.460000,578.340000,578.370000,27.000000
RGBITR [RTSIDX],240,20211125,040000,578.370000,578.370000,578.370000,578.370000,1.000000
RGBITR [RTSIDX],240,20211125,080000,578.550000,579.960000,578.550000,579.740000,257.000000
RGBITR [RTSIDX],240,20211125,120000,579.780000,580.600000,579.680000,580.600000,86.000000
RGBITR [RTSIDX],240,20211125,160000,580.550000,580.730000,580.540000,580.720000,31.000000
RGBITR [RTSIDX],240,20211126,040000,580.720000,580.720000,580.720000,580.720000,1.000000
RGBITR [RTSIDX],240,20211126,080000,580.740000,582.070000,579.510000,579.510000,214.000000
RGBITR [RTSIDX],240,20211126,120000,579.500000,579.790000,579.190000,579.790000,50.000000
RGBITR [RTSIDX],240,20211126,160000,579.800000,580.180000,579.800000,580.180000,32.000000
RGBITR [RTSIDX],240,20211129,040000,580.180000,580.180000,580.180000,580.180000,1.000000
RGBITR [RTSIDX],240,20211129,080000,580.610000,582.740000,580.610000,582.630000,160.000000
RGBITR [RTSIDX],240,20211129,120000,582.640000,584.240000,582.630000,584.240000,95.000000
RGBITR [RTSIDX],240,20211129,160000,584.270000,584.510000,584.270000,584.470000,34.000000
RGBITR [RTSIDX],240,20211130,040000,584.470000,584.470000,584.470000,584.470000,1.000000
RGBITR [RTSIDX],240,20211130,080000,584.470000,585.900000,584.170000,584.170000,161.000000
RGBITR [RTSIDX],240,20211130,120000,584.130000,584.130000,583.960000,584.120000,45.000000
RGBITR [RTSIDX],240,20211130,160000,584.130000,584.300000,584.130000,584.300000,17.000000
RGBITR [RTSIDX],240,20211201,040000,584.300000,584.300000,584.300000,584.300000,1.000000
RGBITR [RTSIDX],240,20211201,080000,584.120000,585.520000,584.020000,585.520000,159.000000
RGBITR [RTSIDX],240,20211201,120000,585.500000,585.510000,585.320000,585.320000,54.000000
RGBITR [RTSIDX],240,20211201,160000,585.310000,585.310000,585.040000,585.040000,23.000000
RGBITR [RTSIDX],240,20211202,040000,585.040000,585.040000,585.040000,585.040000,1.000000
RGBITR [RTSIDX],240,20211202,080000,585.500000,586.390000,582.590000,582.610000,184.000000
RGBITR [RTSIDX],240,20211202,120000,582.620000,582.900000,582.520000,582.900000,45.000000
RGBITR [RTSIDX],240,20211202,160000,582.940000,583.150000,582.940000,583.110000,21.000000
RGBITR [RTSIDX],240,20211203,040000,583.110000,583.110000,583.110000,583.110000,1.000000
RGBITR [RTSIDX],240,20211203,080000,583.280000,585.300000,583.280000,584.910000,116.000000
RGBITR [RTSIDX],240,20211203,120000,584.920000,584.920000,584.440000,584.440000,55.000000
RGBITR [RTSIDX],240,20211203,160000,584.430000,584.440000,584.400000,584.400000,14.000000
RGBITR [RTSIDX],240,20211206,040000,584.400000,584.400000,584.400000,584.400000,1.000000
RGBITR [RTSIDX],240,20211206,080000,584.780000,585.090000,584.760000,584.900000,177.000000
RGBITR [RTSIDX],240,20211206,120000,584.910000,584.960000,583.930000,583.930000,84.000000
RGBITR [RTSIDX],240,20211206,160000,583.920000,583.920000,583.260000,583.260000,40.000000
RGBITR [RTSIDX],240,20211207,040000,583.260000,583.260000,583.260000,583.260000,1.000000
RGBITR [RTSIDX],240,20211207,080000,583.360000,583.630000,581.070000,581.070000,216.000000
RGBITR [RTSIDX],240,20211207,120000,581.050000,581.050000,580.570000,580.600000,44.000000
RGBITR [RTSIDX],240,20211207,160000,580.580000,580.620000,580.560000,580.620000,12.000000
RGBITR [RTSIDX],240,20211208,040000,580.620000,580.620000,580.620000,580.620000,1.000000
RGBITR [RTSIDX],240,20211208,080000,581.080000,583.230000,581.080000,582.350000,191.000000
RGBITR [RTSIDX],240,20211208,120000,582.360000,582.370000,581.840000,581.840000,53.000000
RGBITR [RTSIDX],240,20211208,160000,581.790000,581.790000,581.370000,581.370000,22.000000
RGBITR [RTSIDX],240,20211209,040000,581.370000,581.370000,581.370000,581.370000,1.000000
RGBITR [RTSIDX],240,20211209,080000,581.550000,582.090000,581.470000,581.540000,162.000000
RGBITR [RTSIDX],240,20211209,120000,581.530000,581.770000,581.520000,581.770000,38.000000
RGBITR [RTSIDX],240,20211209,160000,581.780000,582.040000,581.780000,582.030000,35.000000
RGBITR [RTSIDX],240,20211210,040000,582.030000,582.030000,582.030000,582.030000,1.000000
RGBITR [RTSIDX],240,20211210,080000,582.500000,582.940000,582.500000,582.590000,162.000000
RGBITR [RTSIDX],240,20211210,120000,582.580000,582.730000,582.580000,582.670000,41.000000
RGBITR [RTSIDX],240,20211210,160000,582.680000,582.680000,582.640000,582.680000,12.000000
RGBITR [RTSIDX],240,20211213,040000,582.680000,582.680000,582.680000,582.680000,1.000000
RGBITR [RTSIDX],240,20211213,080000,583.150000,584.970000,583.150000,583.410000,185.000000
RGBITR [RTSIDX],240,20211213,120000,583.400000,583.400000,582.940000,582.940000,51.000000
RGBITR [RTSIDX],240,20211213,160000,582.920000,582.920000,582.670000,582.670000,27.000000
RGBITR [RTSIDX],240,20211214,040000,582.670000,582.670000,582.670000,582.670000,1.000000
RGBITR [RTSIDX],240,20211214,080000,582.550000,582.550000,581.080000,581.340000,203.000000
RGBITR [RTSIDX],240,20211214,120000,581.320000,581.400000,581.280000,581.400000,32.000000
RGBITR [RTSIDX],240,20211214,160000,581.440000,581.510000,581.370000,581.480000,32.000000
RGBITR [RTSIDX],240,20211215,040000,581.480000,581.480000,581.480000,581.480000,1.000000
RGBITR [RTSIDX],240,20211215,080000,581.760000,583.180000,581.750000,581.880000,146.000000
RGBITR [RTSIDX],240,20211215,120000,581.870000,581.890000,581.830000,581.860000,49.000000
RGBITR [RTSIDX],240,20211215,160000,581.850000,581.860000,581.790000,581.790000,13.000000
RGBITR [RTSIDX],240,20211216,040000,581.790000,581.790000,581.790000,581.790000,1.000000
RGBITR [RTSIDX],240,20211216,080000,581.910000,583.290000,581.700000,583.280000,194.000000
RGBITR [RTSIDX],240,20211216,120000,583.290000,583.420000,583.160000,583.250000,65.000000
RGBITR [RTSIDX],240,20211216,160000,583.220000,583.230000,583.150000,583.220000,23.000000
RGBITR [RTSIDX],240,20211217,040000,583.220000,583.220000,583.220000,583.220000,1.000000
RGBITR [RTSIDX],240,20211217,080000,583.410000,585.070000,583.410000,583.890000,153.000000
RGBITR [RTSIDX],240,20211217,120000,583.880000,583.920000,583.770000,583.820000,63.000000
RGBITR [RTSIDX],240,20211217,160000,583.830000,584.400000,583.830000,584.400000,40.000000
RGBITR [RTSIDX],240,20211220,040000,584.400000,584.400000,584.400000,584.400000,1.000000
RGBITR [RTSIDX],240,20211220,080000,584.900000,588.100000,584.860000,587.400000,259.000000
RGBITR [RTSIDX],240,20211220,120000,587.390000,587.470000,587.340000,587.390000,53.000000
RGBITR [RTSIDX],240,20211220,160000,587.400000,587.410000,587.310000,587.310000,35.000000
RGBITR [RTSIDX],240,20211221,040000,587.310000,587.310000,587.310000,587.310000,1.000000
RGBITR [RTSIDX],240,20211221,080000,587.760000,589.050000,587.640000,588.080000,174.000000
RGBITR [RTSIDX],240,20211221,120000,588.200000,588.230000,587.900000,587.900000,51.000000
RGBITR [RTSIDX],240,20211221,160000,587.890000,587.890000,587.370000,587.370000,43.000000
RGBITR [RTSIDX],240,20211222,040000,587.370000,587.370000,587.370000,587.370000,1.000000
RGBITR [RTSIDX],240,20211222,080000,587.440000,587.610000,587.020000,587.530000,163.000000
RGBITR [RTSIDX],240,20211222,120000,587.520000,587.540000,587.110000,587.540000,55.000000
RGBITR [RTSIDX],240,20211222,160000,587.550000,587.820000,587.550000,587.780000,20.000000
RGBITR [RTSIDX],240,20211223,040000,587.780000,587.780000,587.780000,587.780000,1.000000
RGBITR [RTSIDX],240,20211223,080000,587.910000,589.560000,587.890000,588.560000,193.000000
RGBITR [RTSIDX],240,20211223,120000,588.550000,588.560000,588.170000,588.190000,63.000000
RGBITR [RTSIDX],240,20211223,160000,588.170000,588.240000,588.160000,588.240000,16.000000
RGBITR [RTSIDX],240,20211224,040000,588.240000,588.240000,588.240000,588.240000,1.000000
RGBITR [RTSIDX],240,20211224,080000,588.570000,589.570000,588.570000,588.740000,161.000000
RGBITR [RTSIDX],240,20211224,120000,588.730000,588.790000,588.670000,588.670000,40.000000
RGBITR [RTSIDX],240,20211224,160000,588.660000,588.660000,588.580000,588.580000,15.000000
RGBITR [RTSIDX],240,20211227,040000,588.580000,588.580000,588.580000,588.580000,1.000000
RGBITR [RTSIDX],240,20211227,080000,589.010000,590.860000,589.000000,589.710000,179.000000
RGBITR [RTSIDX],240,20211227,120000,589.700000,589.700000,588.990000,589.000000,56.000000
RGBITR [RTSIDX],240,20211227,160000,589.010000,589.010000,588.930000,588.930000,16.000000
RGBITR [RTSIDX],240,20211228,040000,588.930000,588.930000,588.930000,588.930000,1.000000
RGBITR [RTSIDX],240,20211228,080000,589.140000,590.960000,589.140000,589.450000,171.000000
RGBITR [RTSIDX],240,20211228,120000,589.420000,589.420000,589.130000,589.130000,44.000000
RGBITR [RTSIDX],240,20211228,160000,589.140000,589.160000,589.070000,589.070000,15.000000
RGBITR [RTSIDX],240,20211229,040000,589.070000,589.070000,589.070000,589.070000,1.000000
RGBITR [RTSIDX],240,20211229,080000,589.200000,590.380000,589.200000,589.670000,144.000000
RGBITR [RTSIDX],240,20211229,120000,589.640000,589.640000,589.230000,589.240000,44.000000
RGBITR [RTSIDX],240,20211229,160000,589.230000,589.230000,589.000000,589.010000,22.000000
RGBITR [RTSIDX],240,20211230,040000,589.010000,589.010000,589.010000,589.010000,1.000000
RGBITR [RTSIDX],240,20211230,080000,589.170000,591.170000,589.140000,589.930000,177.000000
RGBITR [RTSIDX],240,20211230,120000,589.940000,589.950000,589.710000,589.720000,34.000000
RGBITR [RTSIDX],240,20211230,160000,589.710000,589.780000,589.690000,589.780000,17.000000
RGBITR [RTSIDX],240,20220103,040000,589.780000,589.780000,589.780000,589.780000,1.000000
RGBITR [RTSIDX],240,20220103,080000,591.960000,594.110000,591.470000,593.690000,263.000000
RGBITR [RTSIDX],240,20220103,120000,593.680000,593.680000,592.510000,592.510000,99.000000
RGBITR [RTSIDX],240,20220103,160000,592.520000,592.520000,592.150000,592.160000,25.000000
RGBITR [RTSIDX],240,20220104,040000,592.160000,592.160000,592.160000,592.160000,1.000000
RGBITR [RTSIDX],240,20220104,080000,592.290000,592.740000,592.140000,592.630000,123.000000
RGBITR [RTSIDX],240,20220104,120000,592.640000,592.710000,592.640000,592.710000,27.000000
RGBITR [RTSIDX],240,20220104,160000,592.720000,592.730000,592.710000,592.730000,6.000000
RGBITR [RTSIDX],240,20220105,040000,592.730000,592.730000,592.730000,592.730000,1.000000
RGBITR [RTSIDX],240,20220105,080000,592.880000,593.530000,592.880000,593.390000,134.000000
RGBITR [RTSIDX],240,20220105,120000,593.380000,593.380000,593.320000,593.340000,33.000000
RGBITR [RTSIDX],240,20220105,160000,593.330000,593.360000,593.330000,593.340000,8.000000
RGBITR [RTSIDX],240,20220106,040000,593.340000,593.340000,593.340000,593.340000,1.000000
RGBITR [RTSIDX],240,20220106,080000,593.400000,593.580000,591.220000,591.220000,184.000000
RGBITR [RTSIDX],240,20220106,120000,591.210000,591.210000,590.640000,590.640000,56.000000
RGBITR [RTSIDX],240,20220106,160000,590.630000,590.630000,590.380000,590.380000,19.000000
RGBITR [RTSIDX],240,20220107,040000,590.380000,590.380000,590.380000,590.380000,1.000000
RGBITR [RTSIDX],240,20220110,040000,590.380000,590.380000,590.380000,590.380000,1.000000
RGBITR [RTSIDX],240,20220110,080000,590.860000,593.120000,589.260000,589.260000,242.000000
RGBITR [RTSIDX],240,20220110,120000,589.250000,589.250000,588.240000,588.240000,64.000000
RGBITR [RTSIDX],240,20220110,160000,588.230000,588.230000,587.350000,587.350000,57.000000
RGBITR [RTSIDX],240,20220111,040000,587.350000,587.350000,587.350000,587.350000,1.000000
RGBITR [RTSIDX],240,20220111,080000,587.450000,587.960000,586.080000,586.080000,253.000000
RGBITR [RTSIDX],240,20220111,120000,586.010000,586.010000,584.820000,584.820000,73.000000
RGBITR [RTSIDX],240,20220111,160000,584.810000,584.810000,584.120000,584.120000,41.000000
RGBITR [RTSIDX],240,20220112,040000,584.120000,584.120000,584.120000,584.120000,1.000000
RGBITR [RTSIDX],240,20220112,080000,584.710000,585.630000,583.990000,584.000000,207.000000
RGBITR [RTSIDX],240,20220112,120000,583.990000,583.990000,583.140000,583.140000,56.000000
RGBITR [RTSIDX],240,20220112,160000,583.130000,583.130000,582.580000,582.580000,36.000000
RGBITR [RTSIDX],240,20220113,040000,582.580000,582.580000,582.580000,582.580000,1.000000
RGBITR [RTSIDX],240,20220113,080000,582.920000,583.800000,580.930000,580.930000,188.000000
RGBITR [RTSIDX],240,20220113,120000,580.890000,580.890000,579.130000,579.130000,100.000000
RGBITR [RTSIDX],240,20220113,160000,579.120000,579.120000,577.670000,577.670000,78.000000
RGBITR [RTSIDX],240,20220114,040000,577.670000,577.670000,577.670000,577.670000,1.000000
RGBITR [RTSIDX],240,20220114,080000,577.660000,577.660000,572.760000,572.760000,206.000000
RGBITR [RTSIDX],240,20220114,120000,572.770000,572.770000,567.710000,567.710000,207.000000
RGBITR [RTSIDX],240,20220114,160000,567.700000,567.700000,566.640000,566.710000,95.000000
RGBITR [RTSIDX],240,20220117,040000,566.710000,566.710000,566.710000,566.710000,1.000000
RGBITR [RTSIDX],240,20220117,080000,570.510000,572.630000,569.910000,569.910000,309.000000
RGBITR [RTSIDX],240,20220117,120000,569.900000,569.900000,564.840000,564.840000,240.000000
RGBITR [RTSIDX],240,20220117,160000,564.780000,564.780000,563.290000,563.290000,69.000000
RGBITR [RTSIDX],240,20220118,040000,563.290000,563.290000,563.290000,563.290000,1.000000
RGBITR [RTSIDX],240,20220118,080000,563.420000,566.840000,562.810000,562.810000,349.000000
RGBITR [RTSIDX],240,20220118,120000,562.800000,562.850000,561.950000,561.990000,73.000000
RGBITR [RTSIDX],240,20220118,160000,561.980000,562.440000,561.970000,562.440000,58.000000
RGBITR [RTSIDX],240,20220119,040000,562.440000,562.440000,562.440000,562.440000,1.000000
RGBITR [RTSIDX],240,20220119,080000,563.100000,566.290000,563.100000,566.290000,284.000000
RGBITR [RTSIDX],240,20220119,120000,566.300000,567.770000,566.300000,567.770000,85.000000
RGBITR [RTSIDX],240,20220119,160000,567.780000,568.300000,567.780000,568.070000,43.000000
RGBITR [RTSIDX],240,20220120,040000,568.070000,568.070000,568.070000,568.070000,1.000000
RGBITR [RTSIDX],240,20220120,080000,568.510000,570.830000,567.590000,567.590000,286.000000
RGBITR [RTSIDX],240,20220120,120000,567.580000,567.580000,566.340000,566.340000,83.000000
RGBITR [RTSIDX],240,20220120,160000,566.350000,566.900000,566.350000,566.880000,38.000000
RGBITR [RTSIDX],240,20220121,040000,566.880000,566.880000,566.880000,566.880000,1.000000
RGBITR [RTSIDX],240,20220121,080000,567.900000,569.130000,565.370000,565.380000,192.000000
RGBITR [RTSIDX],240,20220121,120000,565.370000,565.370000,565.150000,565.370000,39.000000
RGBITR [RTSIDX],240,20220121,160000,565.380000,565.540000,565.380000,565.490000,20.000000
RGBITR [RTSIDX],240,20220124,040000,565.490000,565.490000,565.490000,565.490000,1.000000
RGBITR [RTSIDX],240,20220124,080000,566.040000,567.890000,562.580000,562.580000,244.000000
RGBITR [RTSIDX],240,20220124,120000,562.570000,562.570000,559.440000,559.440000,133.000000
RGBITR [RTSIDX],240,20220124,160000,559.430000,559.430000,558.430000,558.590000,50.000000
RGBITR [RTSIDX],240,20220125,040000,558.590000,558.590000,558.590000,558.590000,1.000000
RGBITR [RTSIDX],240,20220125,080000,558.730000,561.540000,558.350000,559.290000,245.000000
RGBITR [RTSIDX],240,20220125,120000,559.310000,559.310000,558.450000,558.450000,58.000000
RGBITR [RTSIDX],240,20220125,160000,558.460000,558.460000,557.650000,557.650000,46.000000
RGBITR [RTSIDX],240,20220126,040000,557.650000,557.650000,557.650000,557.650000,1.000000
RGBITR [RTSIDX],240,20220126,080000,558.170000,559.910000,556.180000,556.180000,261.000000
RGBITR [RTSIDX],240,20220126,120000,556.170000,556.620000,556.170000,556.620000,66.000000
RGBITR [RTSIDX],240,20220126,160000,556.640000,557.010000,556.640000,556.900000,31.000000
RGBITR [RTSIDX],240,20220127,040000,556.900000,556.900000,556.900000,556.900000,1.000000
RGBITR [RTSIDX],240,20220127,080000,557.340000,560.100000,557.250000,557.990000,254.000000
RGBITR [RTSIDX],240,20220127,120000,558.000000,558.670000,557.990000,558.670000,68.000000
RGBITR [RTSIDX],240,20220127,160000,558.680000,559.990000,558.680000,559.990000,96.000000
RGBITR [RTSIDX],240,20220128,040000,559.990000,559.990000,559.990000,559.990000,1.000000
RGBITR [RTSIDX],240,20220128,080000,560.120000,566.070000,560.120000,564.770000,212.000000
RGBITR [RTSIDX],240,20220128,120000,564.780000,564.780000,564.020000,564.030000,54.000000
RGBITR [RTSIDX],240,20220128,160000,564.010000,564.010000,563.650000,563.660000,46.000000
RGBITR [RTSIDX],240,20220131,040000,563.660000,563.660000,563.660000,563.660000,1.000000
RGBITR [RTSIDX],240,20220131,080000,564.000000,567.300000,564.000000,565.010000,303.000000
RGBITR [RTSIDX],240,20220131,120000,564.990000,565.120000,564.940000,564.950000,53.000000
RGBITR [RTSIDX],240,20220131,160000,564.940000,564.950000,564.660000,564.690000,26.000000
RGBITR [RTSIDX],240,20220201,040000,564.690000,564.690000,564.690000,564.690000,1.000000
RGBITR [RTSIDX],240,20220201,080000,564.820000,567.910000,564.820000,566.200000,217.000000
RGBITR [RTSIDX],240,20220201,120000,566.080000,566.080000,565.840000,565.940000,54.000000
RGBITR [RTSIDX],240,20220201,160000,565.930000,566.010000,565.850000,565.850000,24.000000
RGBITR [RTSIDX],240,20220202,040000,565.850000,565.850000,565.850000,565.850000,1.000000
RGBITR [RTSIDX],240,20220202,080000,566.030000,566.880000,566.010000,566.010000,145.000000
RGBITR [RTSIDX],240,20220202,120000,565.990000,567.440000,565.950000,567.440000,97.000000
RGBITR [RTSIDX],240,20220202,160000,567.380000,567.550000,567.360000,567.460000,45.000000
RGBITR [RTSIDX],240,20220203,040000,567.460000,567.460000,567.460000,567.460000,1.000000
RGBITR [RTSIDX],240,20220203,080000,567.940000,568.870000,566.450000,566.450000,208.000000
RGBITR [RTSIDX],240,20220203,120000,566.440000,566.450000,566.230000,566.230000,34.000000
RGBITR [RTSIDX],240,20220203,160000,566.240000,566.540000,566.240000,566.540000,23.000000
RGBITR [RTSIDX],240,20220204,040000,566.540000,566.540000,566.540000,566.540000,1.000000
RGBITR [RTSIDX],240,20220204,080000,566.710000,568.730000,566.710000,568.050000,172.000000
RGBITR [RTSIDX],240,20220204,120000,568.060000,568.160000,567.900000,567.900000,45.000000
RGBITR [RTSIDX],240,20220204,160000,567.910000,567.930000,567.510000,567.530000,31.000000
RGBITR [RTSIDX],240,20220207,040000,567.530000,567.530000,567.530000,567.530000,1.000000
RGBITR [RTSIDX],240,20220207,080000,568.050000,569.830000,568.050000,568.590000,210.000000
RGBITR [RTSIDX],240,20220207,120000,568.580000,568.580000,567.780000,567.780000,65.000000
RGBITR [RTSIDX],240,20220207,160000,567.770000,567.770000,567.650000,567.650000,9.000000
RGBITR [RTSIDX],240,20220208,040000,567.650000,567.650000,567.650000,567.650000,1.000000
RGBITR [RTSIDX],240,20220208,080000,567.760000,569.240000,567.710000,568.290000,200.000000
RGBITR [RTSIDX],240,20220208,120000,568.270000,568.280000,567.940000,568.000000,40.000000
RGBITR [RTSIDX],240,20220208,160000,567.990000,567.990000,567.870000,567.870000,15.000000
RGBITR [RTSIDX],240,20220209,040000,567.870000,567.870000,567.870000,567.870000,1.000000
RGBITR [RTSIDX],240,20220209,080000,568.110000,569.890000,568.110000,568.280000,167.000000
RGBITR [RTSIDX],240,20220209,120000,568.300000,568.410000,568.300000,568.330000,46.000000
RGBITR [RTSIDX],240,20220209,160000,568.320000,568.350000,568.210000,568.210000,20.000000
RGBITR [RTSIDX],240,20220210,040000,568.210000,568.210000,568.210000,568.210000,1.000000
RGBITR [RTSIDX],240,20220210,080000,568.420000,569.800000,568.200000,568.200000,212.000000
RGBITR [RTSIDX],240,20220210,120000,568.210000,568.210000,567.580000,567.580000,55.000000
RGBITR [RTSIDX],240,20220210,160000,567.530000,567.530000,567.270000,567.270000,17.000000
RGBITR [RTSIDX],240,20220211,040000,567.270000,567.270000,567.270000,567.270000,1.000000
RGBITR [RTSIDX],240,20220211,080000,567.390000,569.160000,565.450000,565.450000,244.000000
RGBITR [RTSIDX],240,20220211,120000,565.440000,565.440000,563.100000,563.100000,152.000000
RGBITR [RTSIDX],240,20220211,160000,563.090000,563.090000,561.560000,561.560000,85.000000
RGBITR [RTSIDX],240,20220214,040000,561.560000,561.560000,561.560000,561.560000,1.000000
RGBITR [RTSIDX],240,20220214,080000,561.700000,561.700000,554.510000,554.510000,259.000000
RGBITR [RTSIDX],240,20220214,120000,554.500000,554.500000,550.290000,550.300000,163.000000
RGBITR [RTSIDX],240,20220214,160000,550.290000,551.030000,550.080000,551.030000,27.000000
RGBITR [RTSIDX],240,20220215,040000,551.030000,551.030000,551.030000,551.030000,1.000000
RGBITR [RTSIDX],240,20220215,080000,551.350000,554.410000,550.950000,554.320000,313.000000
RGBITR [RTSIDX],240,20220215,120000,554.350000,555.740000,554.350000,555.740000,105.000000
